SUB1|Reading|SUBC1
SUB1|Writing|SUBC2
SUB1|Grammar and vocabulary|SUBC3
SUB1|Spoken English|SUBC4
SUB2|Reading|SUBC5
SUB2|Writing|SUBC6
SUB2|Grammar and vocabulary|SUBC7
SUB2|Spoken English|SUBC8
